"Word","RTlexdec","RTnaming","Familiarity","WrittenFrequency","FamilySize","NounFrequency","VerbFrequency","Voice","AgeSubject"
"gyp",710.500000000003,555.4,1.84,3,3,2,0,"voiced","young"
"loon",701.859999999997,450.900000000001,2.17,12,5,12,0,"voiced","young"
"lock",590.430000000003,449.099999999999,5.63,364,27,277,1104,"voiced","young"
"gel",655.919999999998,488.999999999999,3.9,6.99999999999998,3,13,8,"voiced","young"
"time",566.900000000001,453.9,6.63,32093.9999999998,77.9999999999999,35351,86,"voiceless","young"
"shuck",885.500000000002,450.900000000001,2.23,5.99999999999997,3,5,7,"voiceless","young"
"lime",566.96,444.799999999999,3.33,147.999999999999,13,159,12,"voiced","young"
"gin",639.139999999998,504,3.6,269,4,279,7,"voiced","young"
"gem",618.040000000001,483.800000000001,2.73,17.9999999999999,3,48,0,"voiced","young"
"gal",754.83,471.300000000002,3.23,17.9999999999999,2,27,0,"voiced","young"
"loop",572.870000000002,449.6,4.27,108,5.99999999999997,149,60,"voiced","young"
"ash",557.899999999999,435.900000000001,3.93,651,10,775,0,"voiced","young"
"age",592.419999999999,464.1,5.53,4438,156,5206,151,"voiced","young"
"ace",623.61,456.300000000002,3.8,68.0000000000002,2,81,0,"voiced","young"
"loss",540.370000000001,440.599999999999,5.03,1402.00000000001,3,1751,0,"voiced","young"
"gut",664.999999999997,453.400000000001,4.2,108,8.00000000000003,81,61,"voiced","young"
"crepe",752.900000000003,518.700000000003,2.67,27,3,30,0,"voiceless","young"
"post",618.480000000001,445.400000000001,4.37,1260,45,1535,144,"voiceless","young"
"gap",586.070000000003,462.6,4.67,612.000000000002,4,753,0,"voiced","young"
"loot",599.699999999998,452.699999999999,2.7,74,4,65,65,"voiced","young"
"halt",640.039999999998,451.600000000001,3.33,268.000000000001,3,216,221,"voiceless","young"
"whoop",726.959999999999,473.899999999999,3.03,9,3,16,66,"voiced","young"
"gas",580.709999999998,447.4,5.13,1270,31.0000000000001,1383,48,"voiced","young"
"guy",581.57,471.100000000002,6.4,466.000000000002,3,798,3,"voiced","young"
"tongue",559.550000000002,459.6,4.67,603.000000000003,5.99999999999997,715,0,"voiceless","young"
"groove",594.189999999997,494.9,3.53,83.9999999999997,5,110,18,"voiced","young"
"spike",548.4,493.999999999999,3.2,39.0000000000001,5,114,35,"voiceless","young"
"shoal",731.330000000002,459.000000000002,1.53,74,3,123,9,"voiceless","young"
"plaid",624.21,521.2,3.3,50.0000000000002,2,57,0,"voiceless","young"
"pimp",609.309999999999,478.699999999998,4.6,32.0000000000001,3,54,4,"voiceless","young"
"bridge",557.469999999999,481,4.7,1035,9,1185,63,"voiced","young"
"ass",555.890000000001,442.6,5.93,173,4,192,0,"voiced","young"
"youth",580.209999999999,466.000000000002,4.73,1160,5,1314,0,"voiced","young"
"spice",540.070000000003,465.000000000002,4.03,50.0000000000002,6.99999999999998,125,43,"voiceless","young"
"queue",744.33,539.899999999999,1.9,203,3,244,66,"voiceless","young"
"gay",668.309999999998,454.499999999998,5.37,240.999999999999,6.99999999999998,67,0,"voiced","young"
"pier",654.389999999997,479.300000000002,3.1,99,3,143,0,"voiceless","young"
"caste",713.07,516.099999999999,2.3,89,5.99999999999997,103,0,"voiceless","young"
"cloud",537.449999999999,483.700000000001,5.03,561.000000000002,13,1006,97,"voiceless","young"
"yoke",627.650000000002,443.699999999999,2.83,25,3,25,7,"voiced","young"
"teens",590.820000000003,479.499999999998,5.1,89,5.99999999999997,88,0,"voiceless","young"
"chuck",747.379999999997,470.700000000002,2.87,42.9999999999999,5,2,86,"voiceless","young"
"plain",638.180000000001,486.400000000001,4.97,946.000000000001,13,416,20,"voiceless","young"
"gloom",602.139999999998,481.100000000001,3.81,197,5,198,0,"voiced","young"
"beck",814.23,483.200000000002,2.57,13,3,14,0,"voiced","young"
"queen",569.379999999999,483.5,3.62,890.000000000004,4,951,4,"voiceless","young"
"whoosh",673.140000000001,483.600000000001,2.93,25,2,24,0,"voiced","young"
"gloss",599.520000000002,480.000000000002,3.63,52.0000000000001,8.00000000000003,39,24,"voiced","young"
"ghost",620.000000000002,472.199999999999,3.9,352.000000000001,5.99999999999997,554,14,"voiced","young"
"cloak",658.62,497.999999999999,2.87,124,5,142,16,"voiceless","young"
"quay",602.710000000001,520.4,1.37,59,2,62,0,"voiceless","young"
"brook",714.150000000002,474.099999999999,3.13,78.9999999999999,3,79,18,"voiced","young"
"choir",634.139999999999,535.300000000002,3.67,118.000000000001,5.99999999999997,128,0,"voiceless","young"
"broom",633.070000000002,484.900000000002,4.03,117,3,140,0,"voiced","young"
"tryst",767.179999999999,494.9,1.5,12,2,13,0,"voiceless","young"
"corpse",634.479999999997,482.400000000002,3.37,187.000000000001,2,310,0,"voiceless","young"
"sheath",701.379999999998,478.299999999999,2.7,52.0000000000001,4,61,0,"voiceless","young"
"fate",591.530000000001,478.000000000002,4.07,585.999999999999,13,615,0,"voiceless","young"
"rose",606.749999999999,439.8,4.03,1357,14,381,0,"voiced","young"
"nape",701.890000000002,454.000000000001,2.28,34.9999999999999,2,35,0,"voiced","young"
"jape",519.67,484.900000000002,1.25,2,2,1,0,"voiced","young"
"bale",755.059999999999,454.499999999998,2.53,27,4,57,0,"voiced","young"
"roof",539.140000000002,433.799999999998,3.7,832.000000000001,8.00000000000003,998,25,"voiced","young"
"bath",591.229999999999,471.600000000002,4.77,816.999999999998,19,835,109,"voiced","young"
"sluice",801.170000000003,513.499999999998,1.43,12,5.99999999999997,16,7,"voiceless","young"
"rump",669.810000000003,444.5,2.43,56,3,60,0,"voiced","young"
"jade",654.999999999999,471.000000000001,2.8,32.0000000000001,3,31,0,"voiced","young"
"rook",722.779999999998,469.600000000001,2.03,9,4,33,4,"voiced","young"
"ball",579.409999999999,458.200000000002,5.3,1664.99999999999,39.0000000000001,1996,0,"voiced","young"
"room",587.759999999999,446.699999999999,6.13,8250.00000000002,65.0000000000002,9246,17,"voiced","young"
"rock",602.310000000002,422.399999999999,5.2,1427.00000000001,17.0000000000001,2081,250,"voiced","young"
"toe",542.789999999997,447.299999999999,4.63,173,11,520,10,"voiceless","young"
"rime",797.29,469.9,1.5,3,2,2,0,"voiced","young"
"zip",596.170000000001,468.300000000002,4.43,44,6.99999999999998,32,44,"voiced","young"
"spur",659.170000000003,491.499999999999,3.47,93.0000000000004,4,124,62,"voiceless","young"
"span",588.730000000003,500.400000000002,3.77,122,6.99999999999998,121,65,"voiceless","young"
"root",625.900000000003,461.1,3.77,398.999999999999,11,867,79,"voiced","young"
"trash",572.41,453.099999999999,5.7,67.0000000000003,5,66,0,"voiceless","young"
"ton",602.480000000002,458.000000000002,4.13,133,6.99999999999998,492,0,"voiceless","young"
"spit",646.770000000003,481.299999999998,4.23,105,9,45,280,"voiceless","young"
"grease",607.93,495.600000000001,3.8,147,10,106,107,"voiced","young"
"top",526.07,431.1,5.6,4240.99999999999,36,3089,238,"voiceless","young"
"spat",658.519999999999,505.9,2.07,126,2,8,0,"voiceless","young"
"pause",556.930000000007,462.1,4.5,472.999999999999,3,424,742,"voiceless","young"
"snout",676.74,493.900000000001,2.6,47.0000000000001,2,50,0,"voiceless","young"
"track",592.479999999998,466.200000000002,4.43,754.000000000003,17.9999999999999,985,199,"voiceless","young"
"gate",655.849999999997,462.999999999998,4.3,879.000000000003,16,1231,5,"voiced","young"
"wood",565.999999999999,447.799999999998,4.3,1167,45,1743,0,"voiced","young"
"hob",622,462.2,1.73,8.00000000000003,5,7,0,"voiceless","young"
"sale",564.86,477.800000000001,5.4,610.000000000002,12,1049,0,"voiceless","young"
"nun",620.929999999998,440.000000000001,2.87,96.9999999999997,3,187,0,"voiced","young"
"kale",791.8,491,1.3,41.0000000000001,3,44,0,"voiceless","young"
"gale",695.619999999997,469.500000000001,2.5,118.000000000001,2,157,0,"voiced","young"
"world",535.969999999999,455.499999999999,5.87,13346,16,13567,0,"voiced","young"
"oath",592.760000000001,467.400000000001,3.03,94.9999999999999,2,115,0,"voiced","young"
"nil",812.600000000003,461.199999999998,2.8,50.0000000000002,2,49,0,"voiced","young"
"hoe",612.71,476.599999999999,3.37,47.9999999999999,3,47,40,"voiceless","young"
"desk",577.1,455.700000000001,5.33,1474,5.99999999999997,1633,0,"voiced","young"
"wretch",604.859999999997,479.399999999998,2.97,11,5,18,0,"voiced","young"
"view",604.000000000003,480.600000000001,5,3903.99999999998,16,4652,539,"voiced","young"
"toy",612.18,451.700000000001,4.9,262.000000000001,3,593,0,"voiceless","young"
"flange",846.999999999997,496.8,1.57,13,2,15,0,"voiceless","young"
"hog",628.329999999999,446.299999999998,2.93,45,10,47,16,"voiceless","young"
"nip",728.519999999998,453.799999999999,2.63,36,8.00000000000003,17,72,"voiced","young"
"groom",595.79,469.399999999998,3.23,83.0000000000002,4,103,86,"voiced","young"
"eve",630.860000000001,463.600000000002,3.4,184.999999999999,2,188,0,"voiced","young"
"nut",612.479999999997,437.899999999999,4.53,124,24.0000000000001,410,0,"voiced","young"
"heck",673.929999999999,453.799999999999,4.2,20.9999999999999,2,16,0,"voiceless","young"
"deck",620.790000000002,459.400000000001,3.63,345,11,365,33,"voiced","young"
"crust",625.970000000002,480.900000000002,3.7,125,9,152,0,"voiceless","young"
"buff",648.779999999999,441.000000000002,4.17,32.0000000000001,5.99999999999997,21,7,"voiced","young"
"end",579.549999999998,448.700000000001,5.69,8360.00000000003,17.0000000000001,7782,2524,"voiced","young"
"wool",654.709999999998,459.6,3.9,384.999999999998,12,384,0,"voiced","young"
"tract",649.089999999997,471.700000000002,2.77,59,2,113,0,"voiceless","young"
"grime",684.499999999997,498.399999999998,2.37,17.9999999999999,5.99999999999997,17,8,"voiced","young"
"gall",695.799999999999,469.500000000001,2.87,27,4,29,14,"voiced","young"
"ebb",724.080000000003,465.499999999999,1.9,63.9999999999999,4,55,37,"voiced","young"
"drake",736.950000000002,466.000000000002,1.93,33.9999999999999,3,38,0,"voiced","young"
"bunk",714.329999999997,452.900000000001,3.27,97.9999999999998,8.00000000000003,124,5,"voiced","young"
"bud",585.87,456.699999999999,4.2,62.9999999999998,5.99999999999997,132,17,"voiced","young"
"scarf",585.110000000001,507.800000000001,3.1,143,3,219,0,"voiceless","young"
"brad",799.410000000001,477.599999999999,2.93,65.0000000000002,2,64,0,"voiced","young"
"bib",687.12,474.699999999999,3.23,33,4,39,0,"voiced","young"
"flank",684.08,484.799999999998,2.53,109,4,187,95,"voiceless","young"
"brig",821.750000000001,470.299999999999,1.73,4,2,3,0,"voiced","young"
"blade",589.819999999998,475,3.43,206,5,393,0,"voiced","young"
"bug",559.409999999999,446.600000000001,4.73,60.9999999999999,19,87,112,"voiced","young"
"beech",744.69,486.400000000001,2.33,186,2,203,0,"voiced","young"
"bed",552.479999999999,462.000000000001,6.27,4377.00000000002,42.9999999999999,4831,57,"voiced","young"
"blob",670.65,473.899999999999,3.43,31.0000000000001,2,52,0,"voiced","young"
"bee",568.670000000001,464.200000000002,3.63,119,8.00000000000003,298,0,"voiced","young"
"shrimp",644.670000000001,478.000000000002,3.63,27,3,50,11,"voiceless","young"
"salt",573.500000000003,481.8,5.33,743.000000000001,23,666,71,"voiceless","young"
"burr",708.209999999999,460.799999999999,2.73,15,5.99999999999997,22,1,"voiced","young"
"yeast",637.730000000002,472.500000000001,3.03,193.000000000001,3,192,0,"voiced","young"
"bag",556.530000000005,453.400000000001,5.7,1123,31.0000000000001,1441,35,"voiced","young"
"brim",703.709999999999,469,3.47,59,5,54,49,"voiced","young"
"bum",622.37,462.400000000001,4.33,66.0000000000003,5.99999999999997,67,16,"voiced","young"
"bun",626.290000000001,462.799999999999,3.83,68.0000000000002,2,117,0,"voiced","young"
"bran",842.129999999999,453.799999999999,3.43,46.0000000000002,2,45,0,"voiced","young"
"bird",588.659999999997,454.900000000001,5.17,752.999999999997,31.0000000000001,1841,0,"voiced","young"
"bind",697.56,479.9,3.37,86.9999999999997,13,18,303,"voiced","young"
"bin",691.86,467.800000000001,3.77,91.9999999999999,6.99999999999998,116,0,"voiced","young"
"goose",625.179999999999,496.399999999999,3.31,108,6.99999999999998,188,5,"voiced","young"
"bus",547.409999999998,447.6,5.06,1156,8.00000000000003,1421,21,"voiced","young"
"pate",614.73,461.800000000002,1.47,46.0000000000002,5.99999999999997,50,0,"voiceless","young"
"tape",570.460000000001,455,5.13,508.999999999999,9,604,63,"voiceless","young"
"mesh",638.710000000001,438.500000000001,3.2,79.9999999999999,5.99999999999997,74,24,"voiced","young"
"brat",611.000000000003,449.299999999998,3.87,33.9999999999999,2,38,0,"voiced","young"
"curb",629.96,478.199999999998,4.13,57,3,10,95,"voiceless","young"
"tale",584.550000000001,469.299999999999,3.7,313.999999999999,9,572,0,"voiceless","young"
"pale",545.670000000001,458.5,4.3,1031,14,21,19,"voiceless","young"
"path",558.430000000002,466.500000000001,4.23,911.000000000001,22.0000000000001,1095,0,"voiceless","young"
"mulch",696.129999999999,449.499999999998,2.77,12,3,8,5,"voiced","young"
"lath",887.330000000003,455.799999999998,1.27,6.99999999999998,2,9,0,"voiced","young"
"bit",591.039999999997,450.300000000002,4.67,4308,6.99999999999998,4742,0,"voiced","young"
"bar",521.770000000002,443.099999999998,4.47,1192.00000000001,23,1649,106,"voiced","young"
"curd",717.569999999998,479.100000000002,2.43,47.9999999999999,2,66,0,"voiceless","young"
"bolt",594.529999999997,446.800000000002,3.7,168,6.99999999999998,181,110,"voiced","young"
"cure",553.900000000001,488.099999999999,4.17,381,15,262,383,"voiceless","young"
"quill",659.650000000003,503.2,2.5,27,3,49,0,"voiceless","young"
"bat",536.290000000001,442.899999999999,3.5,184.000000000001,10,258,113,"voiced","young"
"thrift",645.960000000003,485.700000000001,2.97,25.9999999999999,8.00000000000003,25,0,"voiceless","young"
"theft",585.58,480.500000000001,3.73,137.000000000001,2,142,0,"voiceless","young"
"blot",659.420000000003,464.799999999999,3.87,44,4,20,98,"voiced","young"
"cube",653.839999999997,478.699999999998,3.93,85.0000000000003,10,159,31,"voiceless","young"
"cuff",684.48,468.500000000002,3,70.0000000000001,5.99999999999997,111,41,"voiceless","young"
"pall",629.56,496.699999999998,1.93,44,5,32,21,"voiceless","young"
"slave",594.500000000002,495,3.77,297.999999999999,14,597,31,"voiceless","young"
"shard",734.860000000003,456.200000000001,2.17,1,2,21,0,"voiceless","young"
"palm",627.550000000003,469,4.07,353.999999999998,9,532,9,"voiceless","young"
"crab",582.410000000001,463.400000000002,3.27,81.9999999999997,9,170,1,"voiceless","young"
"share",587.430000000003,426.999999999998,4.77,1613,8.00000000000003,1171,2137,"voiceless","young"
"mess",656.929999999998,438.299999999999,5,510.999999999998,9,462,135,"voiced","young"
"slang",633.330000000002,472.500000000001,3.97,56,5.99999999999997,51,9,"voiceless","young"
"cope",626.589999999998,456.499999999999,3.4,647.999999999997,4,30,782,"voiceless","young"
"crag",728.670000000002,495.100000000001,1.8,42.0000000000001,5,59,0,"voiceless","young"
"ditch",649.999999999998,460.899999999999,4,115.999999999999,4,167,24,"voiced","young"
"speech",551.520000000003,515.199999999998,4.47,1357,6.99999999999998,1670,0,"voiceless","young"
"spark",571.540000000003,488.999999999999,3.37,99.9999999999999,6.99999999999998,184,61,"voiceless","young"
"shark",639.750000000001,438.900000000001,3.5,247.000000000001,3,357,0,"voiceless","young"
"hinge",645.370000000001,471.600000000002,3.31,38.0000000000002,4,64,52,"voiceless","young"
"code",639.72,457.9,4.33,447.999999999997,10,533,81,"voiceless","young"
"shank",723.809999999996,437.400000000001,2.9,25,3,47,0,"voiceless","young"
"clod",740.899999999999,498.2,1.83,14,5.99999999999997,34,0,"voiceless","young"
"clog",710.580000000001,497.6,3.1,13,5,15,72,"voiceless","young"
"verse",643.53,469.799999999999,3.5,178.999999999999,6.99999999999998,233,0,"voiced","young"
"crap",616.57,487.899999999999,5.43,123,5,109,12,"voiceless","young"
"verge",690.879999999998,482.2,3.67,143,5,167,0,"voiced","young"
"stout",644.999999999998,497.200000000002,2.87,170,5.99999999999997,14,0,"voiceless","young"
"mate",598.900000000002,438.500000000001,3.97,281.000000000001,16,411,129,"voiced","young"
"crux",791.940000000001,501.5,1.97,33.9999999999999,4,33,0,"voiceless","young"
"swig",705.229999999998,444.900000000002,2.8,33.9999999999999,3,31,21,"voiceless","young"
"shaft",626.320000000001,442.899999999999,3.27,183,5.99999999999997,252,1,"voiceless","young"
"colt",713.269999999998,451.999999999999,2.67,28.9999999999999,5,36,0,"voiceless","young"
"crew",588.520000000002,495.299999999999,4.23,383.000000000002,8.00000000000003,478,0,"voiceless","young"
"stick",517.170000000001,487.200000000001,4.33,979,32.0000000000001,698,1683,"voiceless","young"
"pouch",632.280000000003,454.900000000001,2.87,68.0000000000002,3,85,6,"voiceless","young"
"dune",651.679999999998,482.300000000002,2.47,25,2,87,0,"voiced","young"
"clot",636.969999999999,482.2,3.26,25,3,30,52,"voiceless","young"
"dung",791.1,473.199999999999,2.5,111.999999999999,3,111,0,"voiced","young"
"neck",552.520000000001,438.600000000001,4.97,1328,27,1426,39,"voiced","young"
"mall",609.1,473.299999999999,5.1,174,2,177,0,"voiced","young"
"swan",607.560000000001,450.799999999999,2.77,93.0000000000004,5,134,8,"voiceless","young"
"charm",575.029999999999,439.8,4.13,332.999999999999,5,391,75,"voiceless","young"
"news",569.859999999999,441.200000000001,5.9,2083,23,2082,0,"voiced","young"
"hunk",598.930000000004,441.000000000002,3.3,33.9999999999999,2,42,0,"voiceless","young"
"newt",699,464.500000000003,2.73,12,2,22,0,"voiced","young"
"nest",581.6,451.999999999999,3.63,242.000000000001,9,304,40,"voiced","young"
